Region,Year,Sexo,Grupo,Valor,Min,Max
Cuba,2007,Femenino,Todas edades," 272,99 "," 228,09 "," 311,71 "
Cuba,2007,Masculino,Estandarizada edad," 216,90 "," 186,94 "," 247,15 "
Cuba,2007,Masculino,Todas edades," 291,32 "," 249,82 "," 332,19 "
Cuba,2008,Femenino,Estandarizada edad," 170,77 "," 143,45 "," 194,90 "
Cuba,2008,Femenino,Todas edades," 292,17 "," 243,07 "," 333,52 "
Cuba,2008,Masculino,Estandarizada edad," 225,83 "," 193,94 "," 257,90 "
Cuba,2008,Masculino,Todas edades," 310,70 "," 265,51 "," 355,06 "
Cuba,2009,Femenino,Estandarizada edad," 164,47 "," 137,55 "," 188,22 "
Cuba,2009,Femenino,Todas edades," 289,29 "," 239,72 "," 331,10 "
Cuba,2009,Masculino,Estandarizada edad," 218,43 "," 186,65 "," 249,64 "
Cuba,2009,Masculino,Todas edades," 307,71 "," 261,63 "," 351,98 "
Cuba,2010,Femenino,Estandarizada edad," 168,07 "," 139,78 "," 192,47 "
Cuba,2010,Femenino,Todas edades," 304,51 "," 250,97 "," 348,65 "
Cuba,2010,Masculino,Estandarizada edad," 231,73 "," 197,04 "," 265,42 "
Cuba,2010,Masculino,Todas edades," 333,10 "," 281,97 "," 381,73 "
Cuba,2011,Femenino,Estandarizada edad," 152,73 "," 125,67 "," 176,11 "
Cuba,2011,Femenino,Todas edades," 284,07 "," 231,41 "," 327,39 "
Cuba,2011,Masculino,Estandarizada edad," 203,25 "," 171,39 "," 234,13 "
Cuba,2011,Masculino,Todas edades," 300,33 "," 251,93 "," 346,22 "
Cuba,2012,Femenino,Estandarizada edad," 150,24 "," 123,46 "," 173,92 "
Cuba,2012,Femenino,Todas edades," 285,90 "," 232,77 "," 330,76 "
Cuba,2012,Masculino,Estandarizada edad," 203,81 "," 171,59 "," 234,77 "
Cuba,2012,Masculino,Todas edades," 307,29 "," 257,32 "," 354,22 "
Cuba,2013,Femenino,Estandarizada edad," 146,35 "," 119,62 "," 169,88 "
Cuba,2013,Femenino,Todas edades," 286,27 "," 231,71 "," 332,01 "
Cuba,2013,Masculino,Estandarizada edad," 206,24 "," 172,92 "," 238,19 "
Cuba,2013,Masculino,Todas edades," 317,49 "," 264,81 "," 366,93 "
Cuba,2014,Femenino,Estandarizada edad," 150,45 "," 122,72 "," 175,02 "
Cuba,2014,Femenino,Todas edades," 300,66 "," 243,20 "," 349,31 "
Cuba,2014,Masculino,Estandarizada edad," 209,85 "," 175,20 "," 243,07 "
Cuba,2014,Masculino,Todas edades," 329,61 "," 273,87 "," 382,01 "
Cuba,2015,Femenino,Estandarizada edad," 149,96 "," 122,02 "," 174,85 "
Cuba,2015,Femenino,Todas edades," 307,06 "," 247,98 "," 357,47 "
Cuba,2015,Masculino,Estandarizada edad," 209,22 "," 174,20 "," 243,21 "
Cuba,2015,Masculino,Todas edades," 334,90 "," 277,69 "," 389,46 "
Cuba,2016,Femenino,Estandarizada edad," 143,01 "," 115,42 "," 167,94 "
Cuba,2016,Femenino,Todas edades," 299,67 "," 240,05 "," 351,14 "
Cuba,2016,Masculino,Estandarizada edad," 206,43 "," 170,78 "," 241,70 "
Cuba,2016,Masculino,Todas edades," 338,47 "," 278,76 "," 396,46 "
Cuba,2017,Femenino,Estandarizada edad," 155,30 "," 125,04 "," 183,15 "
Cuba,2017,Femenino,Todas edades," 332,28 "," 265,66 "," 391,25 "
Cuba,2017,Masculino,Estandarizada edad," 219,71 "," 180,86 "," 258,65 "
Cuba,2017,Masculino,Todas edades," 368,56 "," 302,17 "," 433,94 "
Cuba,2018,Femenino,Estandarizada edad," 149,46 "," 115,06 "," 183,66 "
Cuba,2018,Femenino,Todas edades," 328,87 "," 252,42 "," 402,42 "
Cuba,2018,Masculino,Estandarizada edad," 215,06 "," 168,07 "," 265,58 "
Cuba,2018,Masculino,Todas edades," 369,19 "," 288,10 "," 454,90 "
Cuba,2019,Femenino,Estandarizada edad," 149,29 "," 111,04 "," 190,84 "
Cuba,2019,Femenino,Todas edades," 335,99 "," 250,38 "," 426,43 "
Cuba,2019,Masculino,Estandarizada edad," 216,88 "," 161,53 "," 281,02 "
Cuba,2019,Masculino,Todas edades," 380,01 "," 283,34 "," 490,56 "
Republica Dominicana,2000,Femenino,Estandarizada edad," 143,91 "," 109,01 "," 182,34 "
Republica Dominicana,2000,Femenino,Todas edades," 84,32 "," 63,84 "," 107,26 "
Republica Dominicana,2000,Masculino,Estandarizada edad," 225,19 "," 172,68 "," 286,66 "
Republica Dominicana,2000,Masculino,Todas edades," 128,00 "," 98,04 "," 163,39 "
Republica Dominicana,2001,Femenino,Estandarizada edad," 143,52 "," 108,59 "," 182,64 "
Republica Dominicana,2001,Femenino,Todas edades," 87,00 "," 65,75 "," 111,11 "
Republica Dominicana,2001,Masculino,Estandarizada edad," 214,22 "," 163,77 "," 273,39 "
Republica Dominicana,2001,Masculino,Todas edades," 124,32 "," 94,95 "," 159,03 "
Republica Dominicana,2002,Femenino,Estandarizada edad," 151,09 "," 114,15 "," 191,51 "
Republica Dominicana,2002,Femenino,Todas edades," 94,98 "," 71,65 "," 120,82 "
Republica Dominicana,2002,Masculino,Estandarizada edad," 207,31 "," 158,59 "," 264,52 "
Republica Dominicana,2002,Masculino,Todas edades," 123,21 "," 94,10 "," 157,58 "
Republica Dominicana,2003,Femenino,Estandarizada edad," 160,33 "," 122,42 "," 202,17 "
Republica Dominicana,2003,Femenino,Todas edades," 103,60 "," 78,91 "," 131,15 "
Republica Dominicana,2003,Masculino,Estandarizada edad," 220,45 "," 169,49 "," 279,89 "
Republica Dominicana,2003,Masculino,Todas edades," 134,40 "," 103,17 "," 171,11 "
Republica Dominicana,2004,Femenino,Estandarizada edad," 174,97 "," 134,92 "," 218,87 "
Republica Dominicana,2004,Femenino,Todas edades," 115,92 "," 89,14 "," 145,55 "
Republica Dominicana,2004,Masculino,Estandarizada edad," 225,47 "," 174,10 "," 283,94 "
Republica Dominicana,2004,Masculino,Todas edades," 139,44 "," 107,44 "," 176,11 "
Republica Dominicana,2005,Femenino,Estandarizada edad," 177,54 "," 135,59 "," 222,99 "
Republica Dominicana,2005,Femenino,Todas edades," 120,87 "," 92,07 "," 152,39 "
Republica Dominicana,2005,Masculino,Estandarizada edad," 241,09 "," 184,42 "," 306,05 "
Republica Dominicana,2005,Masculino,Todas edades," 151,93 "," 115,91 "," 193,49 "
Republica Dominicana,2006,Femenino,Estandarizada edad," 180,75 "," 134,79 "," 232,12 "
Republica Dominicana,2006,Femenino,Todas edades," 127,09 "," 94,48 "," 163,77 "
Republica Dominicana,2006,Masculino,Estandarizada edad," 256,79 "," 191,42 "," 330,21 "
Republica Dominicana,2006,Masculino,Todas edades," 166,30 "," 123,59 "," 214,58 "
Republica Dominicana,2007,Femenino,Estandarizada edad," 183,86 "," 135,06 "," 240,51 "
Republica Dominicana,2007,Femenino,Todas edades," 133,58 "," 97,83 "," 175,24 "
Republica Dominicana,2007,Masculino,Estandarizada edad," 265,52 "," 192,62 "," 350,59 "
Republica Dominicana,2007,Masculino,Todas edades," 176,72 "," 127,82 "," 234,11 "
Republica Dominicana,2008,Femenino,Estandarizada edad," 189,40 "," 139,05 "," 250,47 "
Republica Dominicana,2008,Femenino,Todas edades," 141,93 "," 103,92 "," 188,16 "
Republica Dominicana,2008,Masculino,Estandarizada edad," 267,03 "," 192,63 "," 359,71 "
Republica Dominicana,2008,Masculino,Todas edades," 182,11 "," 131,00 "," 246,15 "
Republica Dominicana,2009,Femenino,Estandarizada edad," 195,82 "," 144,87 "," 255,74 "
Republica Dominicana,2009,Femenino,Todas edades," 151,37 "," 111,72 "," 198,07 "
Republica Dominicana,2009,Masculino,Estandarizada edad," 272,24 "," 197,22 "," 361,36 "
Republica Dominicana,2009,Masculino,Todas edades," 190,01 "," 137,30 "," 253,04 "
Republica Dominicana,2010,Femenino,Estandarizada edad," 198,02 "," 149,00 "," 253,38 "
Republica Dominicana,2010,Femenino,Todas edades," 157,76 "," 118,47 "," 202,17 "
Republica Dominicana,2010,Masculino,Estandarizada edad," 267,02 "," 197,45 "," 346,14 "
Republica Dominicana,2010,Masculino,Todas edades," 189,92 "," 140,11 "," 246,87 "
Republica Dominicana,2011,Femenino,Estandarizada edad," 200,51 "," 153,72 "," 252,71 "
Republica Dominicana,2012,Femenino,Todas edades," 165,86 "," 126,91 "," 209,37 "
Republica Dominicana,2013,Masculino,Estandarizada edad," 275,47 "," 209,43 "," 348,73 "
Republica Dominicana,2014,Masculino,Todas edades," 202,02 "," 153,26 "," 256,31 "
Republica Dominicana,2012,Femenino,Estandarizada edad," 207,10 "," 159,40 "," 260,51 "
Republica Dominicana,2012,Femenino,Todas edades," 177,17 "," 136,07 "," 223,15 "
Republica Dominicana,2012,Masculino,Estandarizada edad," 294,15 "," 224,43 "," 372,57 "
Republica Dominicana,2012,Masculino,Todas edades," 221,60 "," 168,71 "," 281,25 "
Republica Dominicana,2013,Femenino,Estandarizada edad," 216,39 "," 164,69 "," 274,38 "
Republica Dominicana,2013,Femenino,Todas edades," 190,92 "," 145,02 "," 242,26 "
Republica Dominicana,2013,Masculino,Estandarizada edad," 311,37 "," 235,30 "," 397,38 "
Republica Dominicana,2013,Masculino,Todas edades," 240,14 "," 181,03 "," 307,13 "
Republica Dominicana,2014,Femenino,Estandarizada edad," 226,75 "," 169,81 "," 292,02 "
Republica Dominicana,2014,Femenino,Todas edades," 205,88 "," 154,01 "," 265,21 "
Republica Dominicana,2014,Masculino,Estandarizada edad," 337,37 "," 250,87 "," 436,71 "
Republica Dominicana,2014,Masculino,Todas edades," 266,37 "," 197,56 "," 345,56 "
Republica Dominicana,2015,Femenino,Estandarizada edad," 234,77 "," 172,03 "," 306,54 "
Republica Dominicana,2015,Femenino,Todas edades," 219,05 "," 160,48 "," 285,88 "
Republica Dominicana,2015,Masculino,Estandarizada edad," 349,72 "," 256,08 "," 457,81 "
Republica Dominicana,2015,Masculino,Todas edades," 281,75 "," 205,83 "," 369,73 "
Republica Dominicana,2016,Femenino,Estandarizada edad," 233,47 "," 168,49 "," 310,73 "
Republica Dominicana,2016,Femenino,Todas edades," 225,48 "," 162,90 "," 299,67 "
Republica Dominicana,2016,Masculino,Estandarizada edad," 350,42 "," 252,41 "," 467,69 "
Republica Dominicana,2016,Masculino,Todas edades," 289,99 "," 208,33 "," 387,75 "
Republica Dominicana,2017,Femenino,Estandarizada edad," 227,71 "," 159,59 "," 310,96 "
Republica Dominicana,2017,Femenino,Todas edades," 227,50 "," 159,86 "," 309,64 "
Republica Dominicana,2017,Masculino,Estandarizada edad," 333,70 "," 229,86 "," 460,75 "
Republica Dominicana,2017,Masculino,Todas edades," 282,87 "," 194,53 "," 390,84 "
Republica Dominicana,2018,Femenino,Estandarizada edad," 221,97 "," 151,56 "," 309,18 "
Republica Dominicana,2018,Femenino,Todas edades," 228,90 "," 156,87 "," 317,46 "
Republica Dominicana,2018,Masculino,Estandarizada edad," 315,00 "," 211,72 "," 443,99 "
Republica Dominicana,2018,Masculino,Todas edades," 273,26 "," 183,40 "," 385,18 "
Republica Dominicana,2019,Femenino,Estandarizada edad," 217,00 "," 146,25 "," 306,03 "
Republica Dominicana,2019,Femenino,Todas edades," 230,46 "," 155,99 "," 323,34 "
Republica Dominicana,2019,Masculino,Estandarizada edad," 297,20 "," 197,35 "," 425,34 "
Republica Dominicana,2019,Masculino,Todas edades," 263,57 "," 174,80 "," 376,99 "
Ecuador,2000,Femenino,Estandarizada edad," 128,02 "," 101,42 "," 155,66 "
Ecuador,2000,Femenino,Todas edades," 89,04 "," 70,24 "," 108,64 "
Ecuador,2000,Masculino,Estandarizada edad," 160,33 "," 130,27 "," 193,43 "
Ecuador,2000,Masculino,Todas edades," 93,60 "," 75,63 "," 113,60 "
Ecuador,2001,Femenino,Estandarizada edad," 123,76 "," 96,94 "," 153,10 "
Ecuador,2001,Femenino,Todas edades," 88,58 "," 69,11 "," 109,86 "
Ecuador,2001,Masculino,Estandarizada edad," 158,82 "," 126,92 "," 195,35 "
Ecuador,2001,Masculino,Todas edades," 95,14 "," 75,62 "," 117,68 "
Ecuador,2002,Femenino,Estandarizada edad," 130,01 "," 102,17 "," 160,72 "
Ecuador,2002,Femenino,Todas edades," 95,59 "," 74,85 "," 118,43 "
Ecuador,2002,Masculino,Estandarizada edad," 170,45 "," 135,03 "," 210,75 "
Ecuador,2002,Masculino,Todas edades," 104,68 "," 82,50 "," 130,08 "
Ecuador,2003,Femenino,Estandarizada edad," 127,80 "," 100,31 "," 157,78 "
Ecuador,2003,Femenino,Todas edades," 96,21 "," 75,27 "," 118,99 "
Ecuador,2003,Masculino,Estandarizada edad," 169,51 "," 134,06 "," 210,10 "
Ecuador,2003,Masculino,Todas edades," 106,51 "," 83,83 "," 132,64 "
Ecuador,2004,Femenino,Estandarizada edad," 129,11 "," 101,43 "," 159,53 "
Ecuador,2004,Femenino,Todas edades," 99,33 "," 77,78 "," 122,93 "
Ecuador,2004,Masculino,Estandarizada edad," 175,67 "," 138,60 "," 217,95 "
Ecuador,2004,Masculino,Todas edades," 112,19 "," 88,11 "," 139,83 "
Ecuador,2005,Femenino,Estandarizada edad," 133,32 "," 104,81 "," 164,80 "
Ecuador,2005,Femenino,Todas edades," 104,71 "," 82,08 "," 129,59 "
Ecuador,2005,Masculino,Estandarizada edad," 182,52 "," 143,74 "," 225,58 "
Ecuador,2005,Masculino,Todas edades," 118,78 "," 93,12 "," 147,49 "
Ecuador,2006,Femenino,Estandarizada edad," 133,09 "," 104,60 "," 164,48 "
Ecuador,2006,Femenino,Todas edades," 107,64 "," 84,37 "," 133,19 "
Ecuador,2006,Masculino,Estandarizada edad," 179,33 "," 140,97 "," 222,37 "
Ecuador,2006,Masculino,Todas edades," 119,37 "," 93,45 "," 148,68 "
Ecuador,2007,Femenino,Estandarizada edad," 127,22 "," 99,87 "," 157,84 "
Ecuador,2007,Femenino,Todas edades," 105,03 "," 82,27 "," 130,38 "
Ecuador,2007,Masculino,Estandarizada edad," 174,44 "," 136,69 "," 216,11 "
Ecuador,2007,Masculino,Todas edades," 118,78 "," 92,67 "," 147,82 "
Ecuador,2008,Femenino,Estandarizada edad," 125,92 "," 98,79 "," 156,23 "
Ecuador,2008,Femenino,Todas edades," 106,79 "," 83,61 "," 132,56 "
Ecuador,2008,Masculino,Estandarizada edad," 175,47 "," 137,49 "," 217,95 "
Ecuador,2008,Masculino,Todas edades," 121,83 "," 95,07 "," 151,99 "
Ecuador,2009,Femenino,Estandarizada edad," 121,07 "," 94,55 "," 150,10 "
Ecuador,2009,Femenino,Todas edades," 104,76 "," 81,65 "," 129,95 "
Ecuador,2009,Masculino,Estandarizada edad," 164,68 "," 128,14 "," 206,09 "
Ecuador,2009,Masculino,Todas edades," 116,67 "," 90,45 "," 146,64 "
Ecuador,2010,Femenino,Estandarizada edad," 121,21 "," 94,81 "," 150,16 "
Ecuador,2010,Femenino,Todas edades," 107,19 "," 83,65 "," 132,88 "
Ecuador,2010,Masculino,Estandarizada edad," 164,31 "," 126,91 "," 206,34 "
Ecuador,2010,Masculino,Todas edades," 118,02 "," 90,89 "," 148,73 "
Ecuador,2011,Femenino,Estandarizada edad," 115,39 "," 90,02 "," 143,07 "
Ecuador,2011,Femenino,Todas edades," 105,22 "," 81,84 "," 130,54 "
Ecuador,2011,Masculino,Estandarizada edad," 162,18 "," 124,99 "," 204,21 "
Ecuador,2011,Masculino,Todas edades," 119,35 "," 91,71 "," 150,78 "
Ecuador,2012,Femenino,Estandarizada edad," 117,02 "," 91,07 "," 145,41 "
Ecuador,2012,Femenino,Todas edades," 109,14 "," 84,71 "," 135,61 "
Ecuador,2012,Masculino,Estandarizada edad," 159,24 "," 123,03 "," 199,13 "
Ecuador,2012,Masculino,Todas edades," 120,08 "," 92,49 "," 150,67 "
Ecuador,2013,Femenino,Estandarizada edad," 111,64 "," 86,94 "," 139,27 "
Ecuador,2013,Femenino,Todas edades," 106,44 "," 82,70 "," 132,80 "
Ecuador,2013,Masculino,Estandarizada edad," 151,98 "," 117,84 "," 189,52 "
Ecuador,2013,Masculino,Todas edades," 116,89 "," 90,39 "," 146,21 "
Ecuador,2014,Femenino,Estandarizada edad," 107,38 "," 83,97 "," 133,73 "
Ecuador,2014,Femenino,Todas edades," 104,98 "," 81,91 "," 130,64 "
Ecuador,2014,Masculino,Estandarizada edad," 144,56 "," 112,59 "," 179,75 "
Ecuador,2014,Masculino,Todas edades," 113,29 "," 88,02 "," 141,27 "
Ecuador,2015,Femenino,Estandarizada edad," 107,34 "," 83,94 "," 133,37 "
Ecuador,2015,Femenino,Todas edades," 107,41 "," 83,85 "," 133,24 "
Ecuador,2015,Masculino,Estandarizada edad," 144,13 "," 112,33 "," 179,85 "
Ecuador,2015,Masculino,Todas edades," 115,02 "," 89,44 "," 143,89 "
Ecuador,2016,Femenino,Estandarizada edad," 106,80 "," 83,14 "," 133,06 "
Ecuador,2016,Femenino,Todas edades," 109,25 "," 84,94 "," 135,84 "
Ecuador,2016,Masculino,Estandarizada edad," 145,05 "," 113,35 "," 181,41 "
Ecuador,2016,Masculino,Todas edades," 118,81 "," 92,62 "," 148,93 "
Ecuador,2017,Femenino,Estandarizada edad," 105,39 "," 80,79 "," 133,18 "
Ecuador,2017,Femenino,Todas edades," 110,63 "," 84,80 "," 139,36 "
Ecuador,2017,Masculino,Estandarizada edad," 145,53 "," 111,33 "," 185,02 "
Ecuador,2017,Masculino,Todas edades," 122,03 "," 93,15 "," 155,44 "
Ecuador,2018,Femenino,Estandarizada edad," 101,84 "," 75,69 "," 132,53 "
Ecuador,2018,Femenino,Todas edades," 109,26 "," 81,38 "," 141,45 "
Ecuador,2018,Masculino,Estandarizada edad," 139,41 "," 102,56 "," 183,50 "
Ecuador,2018,Masculino,Todas edades," 119,11 "," 87,51 "," 156,98 "
Ecuador,2019,Femenino,Estandarizada edad," 98,68 "," 71,21 "," 132,38 "
Ecuador,2019,Femenino,Todas edades," 108,00 "," 78,30 "," 143,94 "
Ecuador,2019,Masculino,Estandarizada edad," 135,25 "," 96,29 "," 185,32 "
Ecuador,2019,Masculino,Todas edades," 117,72 "," 83,74 "," 161,36 "
Granada,2000,Femenino,Estandarizada edad," 206,55 "," 164,22 "," 255,20 "
Granada,2000,Femenino,Todas edades," 221,30 "," 176,83 "," 272,46 "
Granada,2000,Masculino,Estandarizada edad," 366,89 "," 296,35 "," 449,68 "
Granada,2000,Masculino,Todas edades," 293,69 "," 237,34 "," 360,03 "
Granada,2001,Femenino,Estandarizada edad," 205,80 "," 163,58 "," 253,86 "
Granada,2001,Femenino,Todas edades," 226,17 "," 180,65 "," 277,92 "
Granada,2001,Masculino,Estandarizada edad," 372,14 "," 299,93 "," 457,45 "
Granada,2001,Masculino,Todas edades," 306,51 "," 247,13 "," 376,81 "
Granada,2002,Femenino,Estandarizada edad," 203,08 "," 160,57 "," 250,93 "
Granada,2002,Femenino,Todas edades," 225,38 "," 179,10 "," 277,24 "
Granada,2002,Masculino,Estandarizada edad," 375,14 "," 301,15 "," 462,30 "
Granada,2002,Masculino,Todas edades," 314,98 "," 252,84 "," 388,26 "
Granada,2003,Femenino,Estandarizada edad," 202,90 "," 160,20 "," 250,62 "
Granada,2003,Femenino,Todas edades," 229,79 "," 182,30 "," 282,57 "
Granada,2003,Masculino,Estandarizada edad," 380,35 "," 305,27 "," 467,91 "
Granada,2003,Masculino,Todas edades," 320,63 "," 257,45 "," 394,41 "
Granada,2004,Femenino,Estandarizada edad," 207,18 "," 162,71 "," 257,61 "
Granada,2004,Femenino,Todas edades," 235,46 "," 185,85 "," 291,32 "
Granada,2004,Masculino,Estandarizada edad," 394,38 "," 316,19 "," 484,78 "
Granada,2004,Masculino,Todas edades," 336,69 "," 270,09 "," 413,84 "
Granada,2005,Femenino,Estandarizada edad," 210,05 "," 166,31 "," 258,78 "
Granada,2005,Femenino,Todas edades," 244,93 "," 194,90 "," 300,37 "
Granada,2005,Masculino,Estandarizada edad," 397,71 "," 318,73 "," 489,18 "
Granada,2005,Masculino,Todas edades," 342,89 "," 274,82 "," 421,72 "
Granada,2006,Femenino,Estandarizada edad," 208,51 "," 165,29 "," 256,85 "
Granada,2006,Femenino,Todas edades," 251,68 "," 200,50 "," 308,52 "
Granada,2006,Masculino,Estandarizada edad," 377,32 "," 300,37 "," 466,09 "
Granada,2006,Masculino,Todas edades," 341,83 "," 272,08 "," 422,27 "
Granada,2007,Femenino,Estandarizada edad," 214,37 "," 169,99 "," 263,49 "
Granada,2007,Femenino,Todas edades," 267,72 "," 213,09 "," 327,68 "
Granada,2007,Masculino,Estandarizada edad," 372,40 "," 296,29 "," 459,50 "
Granada,2007,Masculino,Todas edades," 351,17 "," 279,49 "," 433,11 "
Granada,2008,Femenino,Estandarizada edad," 211,03 "," 167,27 "," 259,73 "
Granada,2008,Femenino,Todas edades," 269,11 "," 214,10 "," 329,73 "
Granada,2008,Masculino,Estandarizada edad," 354,08 "," 282,99 "," 436,10 "
Granada,2008,Masculino,Todas edades," 344,81 "," 275,65 "," 424,64 "
Granada,2009,Femenino,Estandarizada edad," 217,87 "," 172,86 "," 268,70 "
Granada,2009,Femenino,Todas edades," 285,22 "," 227,46 "," 349,88 "
Granada,2009,Masculino,Estandarizada edad," 379,45 "," 302,78 "," 469,32 "
Granada,2009,Masculino,Todas edades," 382,78 "," 305,54 "," 473,44 "
Granada,2010,Femenino,Estandarizada edad," 210,12 "," 166,45 "," 258,85 "
Granada,2010,Femenino,Todas edades," 283,35 "," 225,60 "," 347,19 "
Granada,2010,Masculino,Estandarizada edad," 372,32 "," 296,68 "," 460,87 "
Granada,2010,Masculino,Todas edades," 390,73 "," 311,64 "," 483,43 "
Granada,2011,Femenino,Estandarizada edad," 219,04 "," 172,82 "," 270,77 "
Granada,2012,Femenino,Todas edades," 296,92 "," 235,43 "," 364,95 "
Granada,2013,Masculino,Estandarizada edad," 350,48 "," 278,51 "," 434,02 "
Granada,2014,Masculino,Todas edades," 369,97 "," 294,26 "," 458,01 "
Granada,2012,Femenino,Estandarizada edad," 214,66 "," 169,80 "," 264,18 "
Granada,2012,Femenino,Todas edades," 299,40 "," 237,58 "," 366,62 "
Granada,2012,Masculino,Estandarizada edad," 287,23 "," 226,84 "," 356,92 "
Granada,2012,Masculino,Todas edades," 300,54 "," 237,51 "," 373,40 "
Granada,2013,Femenino,Estandarizada edad," 223,73 "," 176,09 "," 276,71 "
Granada,2013,Femenino,Todas edades," 313,27 "," 247,56 "," 385,07 "
Granada,2013,Masculino,Estandarizada edad," 290,83 "," 229,41 "," 362,24 "
Granada,2013,Masculino,Todas edades," 306,37 "," 241,83 "," 381,54 "
Granada,2014,Femenino,Estandarizada edad," 207,61 "," 162,97 "," 256,95 "
Granada,2014,Femenino,Todas edades," 293,42 "," 231,22 "," 361,05 "
Granada,2014,Masculino,Estandarizada edad," 295,52 "," 233,13 "," 367,72 "
Granada,2014,Masculino,Todas edades," 312,24 "," 246,52 "," 388,41 "
Granada,2015,Femenino,Estandarizada edad," 212,64 "," 166,58 "," 264,27 "
Granada,2015,Femenino,Todas edades," 294,28 "," 231,43 "," 363,76 "
Granada,2015,Masculino,Estandarizada edad," 281,14 "," 221,78 "," 350,07 "
Granada,2015,Masculino,Todas edades," 295,80 "," 233,64 "," 368,10 "
Granada,2016,Femenino,Estandarizada edad," 209,74 "," 163,99 "," 261,18 "
